image,Entropia_CR,Entropia_CV,Entropia_CA,Area_Copa,Diametro_Copa_MAX,Diametro_Copa_MIN,Area_Disco,Diametro_Disco_MAX,Diametro_Disco_MIN,C_DRatio,contrast_red,homogeneity_red,correlation_red,energy_red,contrast_green,homogeneity_green,correlation_green,energy_green,contrast_blue,homogeneity_blue,correlation_blue,energy_blue,mean_wavelet_1,mean_wavelet_2,mean_wavelet_3,mean_wavelet_4,mean_wavelet_5,mean_wavelet_6,mean_wavelet_7,mean_wavelet_8,mean_wavelet_9,mean_wavelet_10,variance_wavelet_1,variance_wavelet_2,variance_wavelet_3,variance_wavelet_4,variance_wavelet_5,variance_wavelet_6,variance_wavelet_7,variance_wavelet_8,variance_wavelet_9,variance_wavelet_10,energy_wavelet_1,energy_wavelet_2,energy_wavelet_3,energy_wavelet_4,energy_wavelet_5,energy_wavelet_6,energy_wavelet_7,energy_wavelet_8,energy_wavelet_9,energy_wavelet_10,glaucoma
image_1054.jpg,6.89030685218039,6.6501465129495,5.99588444140334,18784,727.793019319747,426.93345276442,128959.75,828.534449092694,570.624184446708,0.145657850608426,3.42441759933677,0.621255237556765,0.998743981816424,429369299,3.4887718363238,0.612685798158207,0.998046454378129,429308589,3.40824243500919,0.612428313008157,0.996835070985184,429320628,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,68.3355881656805,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,14911.5102797016,33092319372,33092319372,33092319372,33092319372,33092319372,33092319372,33092319372,33092319372,33092319372,33092319372,No glaucoma
image_0634.jpg,6.73658388492692,5.80529667234875,5.16214804189691,18927.375,727.793019319747,426.93345276442,122459,747.715375692584,551.028483013429,0.154560914265183,1.19396162728726,0.739974522169895,0.999346864805482,430950000,0.897489192870255,0.758001901848899,0.998993849917079,430950000,0.989201752827619,0.76109178188162,0.997209317930952,430950000,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,68.150423668639,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,14362.4442534562,32121688042,32121688042,32121688042,32121688042,32121688042,32121688042,32121688042,32121688042,32121688042,32121688042,Glaucoma
image_0882.jpg,6.91218729730903,6.29663724411987,5.34240703178918,19151.375,727.793019319747,426.93345276442,87078.875,638.54551126363,459.714709351646,0.219931355337331,2.49429501983774,0.64469733628986,0.99898942621456,430950000,2.44868123408538,0.654705786004536,0.998975389283677,430950000,2.43078995677148,0.655856088681758,0.998512983379797,430949433,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,51.4737431952663,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,8993.85485546474,19677338855,19677338855,19677338855,19677338855,19677338855,19677338855,19677338855,19677338855,19677338855,19677338855,Glaucoma
image_1411.jpg,5.69557115616887,6.72669337853396,4.89222833659605,18643.875,727.793019319747,426.93345276442,127750,770.339023579957,554.131309116967,0.145940313111546,1.25884230473145,0.726205409215446,0.998914675228013,430950000,1.81138508912181,0.682103964032059,0.999158391452826,430950000,1.65132824065849,0.686857469396108,0.996681418362172,430950000,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,70.0659136094675,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,15416.4483160165,34350384740,34350384740,34350384740,34350384740,34350384740,34350384740,34350384740,34350384740,34350384740,34350384740,Glaucoma
image_0995.jpg,2.67434246968373,7.13800503350404,5.06341354560355,17560.125,727.793019319747,426.93345276442,141562.625,761.979655994996,596.1240043143,0.124044923580641,0.544268372120566,0.835499745507251,0.994634310907434,430950000,1.21754130396163,0.750712694168769,0.999576978841223,430950000,1.14602060756795,0.749760762879566,0.995661864766039,430950000,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,80.205850887574,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,19885.0045603261,44477371515,44477371515,44477371515,44477371515,44477371515,44477371515,44477371515,44477371515,44477371515,44477371515,No glaucoma
image_1433.jpg,5.40811023799363,7.00396551012912,5.99350068186682,13859.25,727.793019319747,426.93345276442,189495,1080.35796536765,638.128913209133,0.0731378136626296,3.71360041827332,0.764242721520936,0.999554459759336,364592954,2.06364616691719,0.727950783031061,0.999527407548329,363898920,1.78649957519116,0.726121668266537,0.998822742765058,363579895,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,70.2228470680423,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,17093.5102696468,33728698104,33728698104,33728698104,33728698104,33728698104,33728698104,33728698104,33728698104,33728698104,33728698104,Glaucoma
image_0139.jpg,6.87695026587372,6.47619805445926,5.54337282842491,17174.25,727.793019319747,426.93345276442,158650.75,1013.2634104405,572.632051027142,0.108251930734648,2.7979422040623,0.617919278828872,0.998928989562601,430950000,2.95134304494582,0.613610495774394,0.998135420787575,430950000,2.8598335998105,0.613994311890048,0.995661751211353,430946842,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,54.6853869822485,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,9797.40779640516,21611540097,21611540097,21611540097,21611540097,21611540097,21611540097,21611540097,21611540097,21611540097,21611540097,No glaucoma
image_1258.jpg,6.47589538444173,5.619518432271,4.38748843345623,13759.625,727.793019319747,426.93345276442,120431.75,699.196066268095,506.323731742969,0.114252470797776,3.28169853686803,0.726020313812126,0.999421306583776,329484403,1.99937997971896,0.725333592207581,0.998787442348769,328961398,1.63622193249312,0.721902072921654,0.99435025996004,328407784,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,56.1396356275304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,10578.6529698304,18991756507,18991756507,18991756507,18991756507,18991756507,18991756507,18991756507,18991756507,18991756507,18991756507,Glaucoma
image_1543.jpg,6.67784490999708,6.33575358241657,5.63337486411229,18812.375,727.793019319747,426.93345276442,98485.375,642.766675657721,478.941690498988,0.191016940332511,2.80960679812874,0.61073834712695,0.998200799357608,430950000,3.17067566767336,0.605168628776396,0.997532452722268,430950000,2.95400485580624,0.604951185031613,0.996246698748945,430950000,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,65.6516189349112,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,13529.602701996,30149143303,30149143303,30149143303,30149143303,30149143303,30149143303,30149143303,30149143303,30149143303,30149143303,Glaucoma
image_0806.jpg,6.34311188839295,5.57714088125333,4.5211974964214,21560.375,727.793019319747,426.93345276442,78296,633.903252344814,429.78051079744,0.275370069990804,1.79520045005033,0.69075956494339,0.998630380018838,430950000,1.62039320187126,0.692131482816151,0.995758657767264,430950000,1.80396991768816,0.687835370950644,0.980220172748207,430950000,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,71.2417218934911,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,15459.3182855075,34703629609,34703629609,34703629609,34703629609,34703629609,34703629609,34703629609,34703629609,34703629609,34703629609,Glaucoma
